slide_name,ground_truth,TLAgent,Quilt-LLaVA,LLaVA-Med,MedGemma,GPT-4o-agent,GPT-4o-vision,GPT-5-vision,GPT-5.4-vision,MAM,NOVA
AI-LNCO2-0035_C_HE,13.370817660491824,16.256223874297216,N/A,N/A,N/A,41.12047,12.56,5.0,7.3,0.5,0.683
AI-LNCO2-0035_D_HE,13.766171233820254,8.547301226716161,N/A,N/A,N/A,17.81457,9.27,6.8,13.1,0.5,20.53
AI-LNCO2-0035_E_HE,14.71838359725085,12.102922056796444,2.823,N/A,N/A,19.31095,14.4,5.1,11.3,0.5,41.68
AI-LNCO2-0036_C_HE,N/A,12.064135719988665,N/A,N/A,N/A,40.32,12.14,1.2,5.4,0.873942615,13.5
AI-LNCO2-0036_D_HE,7.8483451078602595,6.430929992352922,1.25525,N/A,N/A,13.95879,6.392,3.8,6.9,0.25,17.47
AI-LNCO2-0036_E_HE,6.96157887148201,6.9205601187625625,N/A,N/A,N/A,13.96615,7.51,6.2,10,0.1,21.2
AI-LNCO2-0036_F_HE,7.401064849933592,4.823128734365703,N/A,N/A,N/A,16.12951,5.37,4.1,18.2,0.5,16.53
AI-LNCO2-0037_C_HE,25.681405866264768,22.93874997021596,0.63082,N/A,N/A,32.65076,7.0,9.1,13.3,0.5,46.29
AI-LNCO2-0037_E_HE,8.368207783592638,6.189594242860846,0.7358351729212655,N/A,N/A,17.4025,6.51,2.6,8.2,0.5,23.9
AI-LNCO2-0037_F_HE,8.229013518246987,7.416928240459,N/A,N/A,N/A,14.85,6.07,6.0,9.3,0.5,4.41
AI-LNCO2-0037_G_HE,22.26104080583444,17.537074430003575,0.042,N/A,N/A,19.07098,4.404,7.6,8.6,0.5,21.34
AI-LNCO2-0038_D_HE,5.465688283674823,4.743255395587895,N/A,N/A,N/A,20.13,4.16,3.8,9.7,0.138749652,6.7
AI-LNCO2-0038_E_HE,3.6139019960425576,5.222460220129862,N/A,N/A,N/A,15.93083,5.55,4.8,12.1,0.25,20.65
AI-LNCO2-0038_F_HE,11.897444558915424,10.369460688757185,0.1111111111111111,N/A,N/A,1.35638,8.6,8.0,9.6,0.5,17.25
AI-LNCO2-0039_C_HE,3.710190575829859,5.656579256297188,N/A,N/A,N/A,20.86,3.46,4.8,10.6,0.423879,45.06
AI-LNCO2-0039_D_HE,2.4819431889138586,2.773815573947132,N/A,N/A,0.15,17.09,3.9,8.1,8.3,0.5,20.78
AI-LNCO2-0039_E_HE,3.5850845090062484,5.067762598012768,N/A,N/A,N/A,18.072,6.84,6.7,10,0.5,19.7
AI-LNCO2-0039_F_HE,3.771667567175502,4.376704061920118,N/A,N/A,N/A,10.04415,6.03,6.8,9.4,0.5,5.3
AI-LNCO2-0039_G_HE,3.39352152703007,3.642198284257419,10.7,N/A,15.0,18.837,5.45,2.6,6.3,0.5,15.6
AI-LNCO2-0039_H_HE,2.176246481956786,2.0731756082779507,N/A,N/A,N/A,15.73951,6.37,5.5,13.3,0.5,12.08
AI-LNCO2-0039_L_HE,12.281294148566705,11.968598293810686,110.45,N/A,N/A,13.86,6.843,4.78,5.4,0.5,21.8
AI-LNCO2-0040_C_HE,8.531485181886303,10.886075244528628,2.823,N/A,N/A,43.13909,19.478,7.8,11.6,0.5,45.4
AI-LNCO2-0040_D_HE,8.183647215004234,9.478116885278032,5.0,N/A,N/A,18.88889,7.26,7.2,10.3,0.674839125,21.7
AI-LNCO2-0040_E_HE,8.927445489311118,9.09179073118829,N/A,N/A,N/A,20.31641,10.01,5.2,9,0.4,0.86
AI-LNCO2-0040_F_HE,12.19699675515483,7.229557169486931,10.0,N/A,N/A,15.09198,10.89,5.0,10,0.5,12.42
AI-LNCO2-0041_D_HE,7.252765790339199,4.635761589403973,N/A,N/A,N/A,16.946,4.5,2.5,4.6,N/A,8.48
AI-LNCO2-0041_E_HE,15.608821287195582,11.794425603476906,0.9865629752642662,N/A,N/A,17.56439,6.25,3.3,9.2,0.5,14.67
AI-LNCO2-0042_A_HE,6.333050810395103,7.62394841998815,1.14622,N/A,N/A,14.47388,4.03,6.9,4.6,0.5,13.02
AI-LNCO2-0042_E_HE,12.586474024921609,8.888754878161778,N/A,N/A,N/A,19.62,6.33,2.8,12.1,0.5,18.54
AI-LNCO2-0042_F_HE,15.440857835431803,7.173558940978707,N/A,N/A,N/A,0.0,4.8,7.6,8.3,0.5,21.19
AI-LNCO2-0042_G_HE,4.482677176073019,4.664289622293003,N/A,N/A,N/A,18.30758,6.11,3.0,7.4,1.4716703458425313,19.6
AI-LNCO2-0043_F_HE,2.735023336615886,3.234797035371688,12.0,N/A,N/A,6.29,7.84,3.6,8.6,0.5,0.83
AI-LNCO2-0044_C_HE,10.063658514504183,8.963194019605554,N/A,N/A,0.847,23.54581,9.26,6.6,6,14.116193918714973,37.94
AI-LNCO2-0044_E_HE,6.601357256966902,7.924271805470219,N/A,N/A,N/A,19.0287,7.43,3.2,8.7,0.2,20.89
AI-LNCO2-0044_F_HE,7.591801122175873,6.673079804851304,N/A,N/A,N/A,11.2,6.77,4.3,9.4,0.459896983075791,19.09
AI-LNCO2-0044_K_HE,3.2952858556641345,3.50863000916806,N/A,N/A,N/A,1.37601,4.86,0.0,3.9,0.5,19.13
AI-LNCO2-0045_D_HE,3.975475704213276,3.754907583042922,N/A,N/A,0.15,18.51339,8.54,3.8,9.2,1.4116193921213993,19.6
AI-LNCO2-0045_E_HE,7.475972731956702,6.823132094694223,N/A,N/A,21.17479,17.871,11.15,6.9,11.4,0.4,21.08
AI-LNCO2-0045_F_HE,5.431231670013263,5.449984419644165,0.101,N/A,N/A,7.82037,13.41,16.0,13.5,0.5,18.97
AI-LNCO2-0048_C_HE,11.407838276574635,8.624543957267743,N/A,N/A,N/A,16.37478,14.68,8.5,8.9,0.5,45.06
AI-LNCO2-0048_E_HE,10.05613078692691,9.877813648574168,N/A,N/A,0.1125,12.74467,6.26,3.2,10.2,0.5,20.09
AI-LNCO2-0048_F_HE,7.0326486555757874,7.6925435124745425,5.0,N/A,N/A,14.64,5.78,4.3,10.4,0.5,15.73
AI-LNCO2-0048_G_HE,6.9480943383923135,4.753312963379855,N/A,N/A,N/A,13.25239,6.37,6.2,6.9,0.3,16.95
AI-LNCO2-0049_D_HE,18.18600774916604,22.607537397917863,5e-07,N/A,N/A,49.79,21.174,3.5,16.6,0.5,0.66
AI-LNCO2-0049_E_HE,15.357049581538286,5.5866741108907805,N/A,N/A,N/A,17.22,12.7,4.6,15.1,0.4959,16.46
AI-LNCO2-0050_E_HE,9.909583808465172,5.999434845168294,N/A,N/A,N/A,12.37455,5.25,5.6,6.9,0.5,15.51
AI-LNCO2-0050_F_HE,3.389321642804456,3.944570022656989,N/A,N/A,N/A,17.55,3.19,2.6,7.3,N/A,14.03
